PLAYER_ID,PARTNER_ID,PIMS
1627749,1629631,1.2384906315056
1627749,1630552,1.91252396786214
1627749,1629027,2.51950306214933
1627749,1628381,1.7092501137033
1627749,1630168,2.13500294724739
1627749,203991,1.67269602332542
1627749,1631100,1.38264512091275
1627749,203992,1.16018399018016
1629631,1630168,-1.18671120734923
1628381,1630168,1.14472225476251
1629027,1629631,1.19759765150397
1629027,1630552,-1.00023277550414
1629027,1628988,-1.01512423195688
1629027,1628381,1.11744827788577
1629027,1627749,-1.32863796140985
1629027,1630168,1.03029410952195
1629027,203991,-1.01756737873755
1629027,1631100,-1.20789112754727
1629027,203992,-1.08298884241442
1631100,1629027,-1.10580910943496
203992,1629027,1.23040176948819
203992,1631100,1.04899144174892
201142,203925,1.16305171316779
201142,1629651,-1.14201120344509
201142,1627732,-1.21751242945359
201142,203552,1.2708373786206
202681,203925,1.28473553093126
202681,1629651,1.02373572946302
202681,1627732,1.15511184878131
202681,203552,1.07369007647391
1626220,203925,1.13223971314063
1629651,203925,-1.20343581024563
203552,1629651,1.19571753323784
203935,1629684,1.45518216515449
203935,1628401,1.63287947768392
1628369,1629684,-1.05685157902066
1628369,1630573,1.07470569336072
1628369,1627759,1.32398303937806
1628369,201143,1.45192640315494
1628369,203935,1.21655165543829
1628369,1627763,-1.2135633971756
1628369,1628401,1.35791642358995
1628369,1628436,1.12409884687426
1628369,1629057,1.22806268377154
1628401,1629684,1.20572881354852
1628401,1630573,1.90475441609244
1628401,203935,1.65297133757062
1628401,1627763,-1.07789628381238
1627759,1628369,1.82840281097505
1627759,1629684,-1.09972201350066
1627759,1630573,1.25025810445628
1627759,201143,1.32801486884502
1627759,203935,-1.05338129947915
1627759,1627763,-1.01962930327985
1627759,1628401,-1.05362233348441
1627759,1629057,1.32545663773464
1629684,1628401,1.18730197906599
1627763,1628369,1.31181131046882
1627763,1629684,1.22603356166386
1627763,1630573,1.24239926815177
1627763,1627759,-1.34033378272015
1627763,1628401,-1.29919045528129
202330,1628372,-1.34966431957682
1626162,1629023,1.2146062862468
1626162,1626179,1.04670217127719
1626162,1629667,1.16356799193487
1626162,1630208,-1.1288868039127
1626179,202330,-1.21873771755912
1626179,1629023,1.27286163870826
1626179,203486,2.12464448928228
1626179,1628372,-1.22634840876597
1626179,1630550,1.06912409242561
1626179,1629667,-1.22084285696464
1626179,1626162,1.49698830273876
1626179,1630208,1.81657510104357
1626179,1630163,1.32059346697366
1629023,202330,2.03479045835915
1629023,1626179,-1.07619871859869
1629023,203486,1.17703759398256
1629023,1628372,1.14061323834104
1629023,1629667,1.82466123838524
1629023,1630208,-1.13155107166888
1629667,203486,1.08727888114112
1630163,1629667,1.71693760911177
202696,1627936,1.24241386595976
202696,1630172,1.14742138491172
202696,1629632,1.16111355428724
202696,1630245,-1.14216674936664
201942,202696,1.51371652500414
201942,1627936,-1.65628798677737
201942,1630172,-1.3003486369736
201942,1629632,-1.00953725260985
201942,201609,1.13978721295211
201942,1630245,-1.62723372787786
201942,203083,1.1287814716993
201942,1627884,-1.03248673551127
201942,203897,1.2771803660968
1630245,1629632,2.74233059038562
1629632,202696,1.22545160948784
1629632,1630172,-1.13443368033367
1629632,1630245,-1.87155682467746
1629632,203897,1.40118430434947
1630172,1629632,1.20960935188487
203897,202696,-1.10184832641791
203897,1627936,-1.06321228471924
203897,1630172,1.23235253493168
203897,1629632,1.14240738714877
203897,201609,1.13757844983664
203897,201942,1.18408151085307
203897,1630245,2.13214616127294
203897,203083,1.06363097629926
203897,1627884,-1.30073035520044
1628378,1630596,-1.32117118236384
1628378,1629636,1.02765645862391
1628378,1628386,1.01547974008383
1628378,1626224,1.20633782648043
1628378,1629731,-1.17436422894868
1628378,1630171,-1.20795845635144
1628378,201567,1.2997154638366
1628378,1627747,1.45482998153842
